feature,source_name,row_count,ticker_count,date_count,numeric_parse_rate
nz_labor_lfparticipation_gap_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_lfparticipation_rate_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_lfparticipation_rate_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_lfparticipation_rate_age15to64_total,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_age15to64_total,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_rate_age15to64_female,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_rate_age15to64_male,nz_labor_stats,152,0,26,1.0
nz_labor_unemployment_rate_age15to64_total,nz_labor_stats,152,0,26,1.0
nz_labor_youth_unemployment_ratio_age15to64_male,nz_labor_stats,152,0,26,1.0
trailing_net_income_from_continuing_and_discontinued_operation,yf_finances,116,101,17,1.0
trailing_net_income_including_noncontrolling_interests,yf_finances,116,101,17,1.0
trailing_tax_provision,yf_finances,116,101,16,1.0
trailing_normalized_income,yf_finances,115,101,18,1.0
trailing_tax_rate_for_calcs,yf_finances,115,101,16,1.0
trailing_net_income,yf_finances,114,101,15,1.0
trailing_net_income_common_stockholders,yf_finances,114,101,14,1.0
trailing_net_income_from_continuing_operation_net_minority_interest,yf_finances,114,101,16,1.0
nz_labor_unemployment_rate_not_worked_age15_plus_male,nz_labor_stats,113,0,28,1.0
trailing_interest_income,yf_finances,113,90,18,1.0
trailing_net_income_continuous_operations,yf_finances,113,101,15,1.0
trailing_net_interest_income,yf_finances,113,100,16,1.0
trailing_selling_general_and_administration,yf_finances,113,96,20,1.0
trailing_tax_effect_of_unusual_items,yf_finances,113,101,15,1.0
trailing_general_and_administrative_expense,yf_finances,109,91,21,1.0
trailing_total_revenue,yf_finances,109,98,17,1.0
trailing_normalized_ebitda,yf_finances,106,92,16,1.0
annual_impairment_of_capital_assets,yf_finances,104,48,21,1.0
